1,86.32817131776447,{Reading Instances[DISTANCE:EUCLIDEAN],AdaptableKDTree[DISTANCE:BRAYCURTIS,DESCRY_K - 6.4444447,DESCRY_DENSITY - 10.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_K - 6.4444447,DESCRY_DENSITY - 10.0],}
337,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
338,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
339,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
340,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
341,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
342,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
343,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
344,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
345,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
346,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
347,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
348,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
349,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
350,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
351,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
352,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
353,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
354,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
355,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
356,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
357,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
358,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
359,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
360,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
361,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
362,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
363,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
364,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
365,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
366,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
367,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
368,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
369,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
370,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
371,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
372,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
373,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
374,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
375,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
376,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
377,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
378,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
379,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
380,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
381,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
382,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
383,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
384,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
385,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
386,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
387,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
388,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
389,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
390,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
391,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
392,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
393,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
394,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
395,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
396,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
397,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
398,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
399,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
400,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
401,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
402,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
403,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
404,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
405,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
406,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
407,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
408,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
409,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
410,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
411,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
412,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
413,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
414,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
415,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
416,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
417,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
418,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
419,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
420,95.1413984863184,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 16.666668,CLIQUE_THRESHOLD - 0.06666673],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 10.0],}
