1,90.06052415898131,{Reading Instances[DISTANCE:EUCLIDEAN],AdaptableKDTree[DISTANCE:MANHATTAN,DESCRY_DENSITY - 6.0,DESCRY_K - 3.7777777],MergeByDistance[DISTANCE:CHEBYCHEV,DESCRY_DENSITY - 6.0,DESCRY_K - 3.7777777],}
335,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 7.2222223,DBSCAN_NUM_PTS - 5.0],}
336,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
337,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
338,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
339,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
340,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
341,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
342,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
343,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
344,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
345,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
346,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
347,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
348,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
349,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
350,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
351,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
352,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
353,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
354,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 6.4444447,DBSCAN_NUM_PTS - 4.666667],}
355,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
356,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
357,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
358,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
359,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
360,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
361,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
362,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
363,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
364,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
365,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
366,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
367,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
368,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
369,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
370,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
371,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
372,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
373,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
374,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
375,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
376,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
377,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
378,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
379,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
380,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
381,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
382,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
383,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
384,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
385,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
386,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
387,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
388,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
389,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
390,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
391,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
392,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
393,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
394,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
395,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
396,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
397,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
398,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
399,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
400,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
401,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
402,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
403,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
404,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
405,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
406,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
407,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
408,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
409,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
410,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
411,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
412,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 3.888889],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 3.3333335,DBSCAN_NUM_PTS - 5.0],}
413,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
414,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
415,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
416,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
417,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
418,99.51465529855518,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:MANHATTAN,DENCLUE_SIGMA - 2.0,DENCLUE_EPSILON - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 1.7777778,DBSCAN_NUM_PTS - 2.6666667],}
