1,90.42394834417884,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 7.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 4.111111,DBSCAN_NUM_PTS - 4.0],}
2,91.17653299773193,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:BRAYCURTIS,DBCLASD_PTS - 7.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 7.2222223,DBSCAN_NUM_PTS - 3.3333335],}
3,91.62653342224765,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 4.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_DENSITY - 4.0,DESCRY_K - 3.7777777],}
4,91.62653342224765,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 4.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_DENSITY - 4.0,DESCRY_K - 3.7777777],}
5,91.62653342224765,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:CHEBYCHEV,DBCLASD_PTS - 4.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_DENSITY - 4.0,DESCRY_K - 3.7777777],}
330,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
331,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
332,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
333,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
334,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
335,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
336,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
337,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
338,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
339,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
340,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
341,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
342,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
343,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
344,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
345,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
346,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
347,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
348,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
349,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
350,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
351,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
352,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
353,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
354,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
355,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
356,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
357,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
358,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
359,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
360,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
361,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
362,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
363,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
364,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
365,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
366,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
367,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
368,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
369,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
370,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
371,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
372,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
373,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
374,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
375,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
376,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
377,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
378,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
379,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
380,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
381,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
382,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
383,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
384,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
385,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
386,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
387,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
388,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
389,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
390,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
391,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
392,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
393,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
394,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
395,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
396,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
397,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
398,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
399,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
400,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
401,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
402,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
403,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
404,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
405,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
406,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
407,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
408,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
409,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
410,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
411,96.64511289965586,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 7.0,DENCLUE_EPSILON - 1.1111112],}
